"idx"	"value"	"predict"	"group"
"24503"	"chr17|-|d|ENSG00000176155|82179026|GSM4117243"	-0.208089552238806	0.0393630191683769	"down"
"24504"	"chr20|+|d|ENSG00000182621|8789575|GSM4117243"	-0.157825	0.0018279552459716	"down"
"24505"	"chr9|-|d|ENSG00000056586|122851322|GSM4117243"	-0.206808219178082	-0.0271425619721412	"down"
"24506"	"chr6|+|d|ENSG00000024862|138788388|GSM4117243"	-0.16538961038961	-0.116003558039665	"down"
"24507"	"chr10|+|d|ENSG00000095794|35195214|GSM4117243"	0.202664233576642	-0.0654728189110755	"up"
"24508"	"chr11|+|d|ENSG00000134574|47234934|GSM4117243"	-0.159343873517787	-0.104461379349232	"down"
"24509"	"chr19|+|d|ENSG00000167380|44172952|GSM4117243"	-0.165799086757991	-0.0814929008483886	"down"
"24510"	"chr2|-|d|ENSG00000115657|219216651|GSM4117243"	-0.15089898989899	0.0315706953406333	"down"
"24511"	"chr9|+|d|ENSG00000136856|127398111|GSM4117243"	-0.192396825396825	-0.1158587038517	"down"
"24512"	"chr14|+|d|ENSG00000092098|24150448|GSM4117243"	-0.166826666666667	0.0354980304837226	"down"
"24513"	"chr14|-|d|ENSG00000100949|24268513|GSM4117243"	-0.151655319148936	-0.0765040218830108	"down"
"24514"	"chr14|-|d|ENSG00000174373|35548507|GSM4117243"	0.152177083333333	0.262554734945297	"up"
"24515"	"chr20|-|d|ENSG00000132635|2840210|GSM4117243"	-0.226263888888889	-0.121589675545692	"down"
"24516"	"chr22|+|d|ENSG00000099991|24011728|GSM4117243"	0.176707865168539	-0.0417721718549728	"up"
"24517"	"chrX|+|d|ENSG00000047634|17737680|GSM4117243"	-0.175650602409638	-0.0219211913645267	"down"
"24518"	"chrX|-|d|ENSG00000101974|139737915|GSM4117243"	-0.157369565217391	-0.090919628739357	"down"
"24519"	"chr4|+|d|ENSG00000163104|94208070|GSM4117243"	0.154670212765957	0.0491246655583381	"up"
"24520"	"chr6|-|d|ENSG00000074935|112084188|GSM4117243"	-0.195841530054645	-0.121177233755589	"down"
"24521"	"chr9|+|d|ENSG00000188566|137213878|GSM4117243"	-0.245777777777778	-0.10684722661972	"down"
"24522"	"chr6|-|d|ENSG00000285733|169663562|GSM4117243"	-0.230404761904762	-0.0448815822601318	"down"
"24523"	"chr9|+|d|ENSG00000188566|137215018|GSM4117243"	-0.164414285714286	-0.102684982120991	"down"
"24524"	"chr3|-|d|ENSG00000114473|197912674|GSM4117243"	-0.154977272727273	-0.0471444353461265	"down"
"24525"	"chr4|+|d|ENSG00000125386|2655129|GSM4117243"	0.26871974522293	0.0465687289834022	"up"
"24526"	"chr17|+|d|ENSG00000131759|40318448|GSM4117243"	-0.172654676258993	-0.212550461292267	"down"
"24527"	"chr17|+|d|ENSG00000131759|40331396|GSM4117243"	0.189347150259067	0.130141913890839	"up"
"24528"	"chr21|+|d|ENSG00000154727|25764350|GSM4117243"	-0.193318407960199	-0.029036171734333	"down"
"24529"	"chr4|-|d|ENSG00000109193|69848704|GSM4117243"	0.164465517241379	0.0209483802318573	"up"
"24530"	"chr4|-|d|ENSG00000109193|69849436|GSM4117243"	-0.234111111111111	-0.0362900905311107	"down"
"24531"	"chr16|+|d|ENSG00000127586|795356|GSM4117243"	-0.163274809160305	-0.0182857662439346	"down"
"24532"	"chr2|+|d|ENSG00000163040|131530827|GSM4117243"	-0.159536231884058	0.0049410238862037	"down"
"24533"	"chr10|-|d|ENSG00000119943|98410938|GSM4117243"	-0.1525	-0.127853333950043	"down"
"24534"	"chr14|+|d|ENSG00000196405|99972057|GSM4117243"	0.321707692307692	0.12484223395586	"up"
"24535"	"chr16|+|d|ENSG00000161996|661172|GSM4117243"	-0.155805970149254	-0.0524180904030799	"down"
"24536"	"chr17|-|d|ENSG00000136492|61685835|GSM4117243"	-0.191853932584269	-0.0259138755500316	"down"
"24537"	"chr17|+|d|ENSG00000177728|75493102|GSM4117243"	-0.177166666666667	0.0083452686667442	"down"
"24538"	"chr12|-|d|ENSG00000185163|132141274|GSM4117243"	-0.285152380952381	-0.0171893201768398	"down"
"24539"	"chr15|-|d|ENSG00000140474|74837750|GSM4117243"	0.295253246753247	0.0982639119029045	"up"
"24540"	"chr1|+|d|ENSG00000184677|22501684|GSM4117243"	-0.1958875	0.0137069523334503	"down"
"24541"	"chr1|+|d|ENSG00000204138|28392941|GSM4117243"	0.181788617886179	0.0213371291756629	"up"
"24542"	"chr1|+|d|ENSG00000162664|90005244|GSM4117243"	-0.180821656050955	-0.17310705780983	"down"
"24543"	"chr1|+|d|ENSG00000186141|145841071|GSM4117243"	-0.160151162790697	-0.19631952047348	"down"
"24544"	"chr1|+|d|ENSG00000286185|149551499|GSM4117243"	0.152526666666667	0.17468985915184	"up"
"24545"	"chr1|-|d|ENSG00000183856|156548072|GSM4117243"	-0.189075187969925	-0.0335874110460281	"down"
"24546"	"chr1|-|d|ENSG00000066279|197088255|GSM4117243"	-0.157604519774011	-0.037332035601139	"down"
"24547"	"chr1|-|d|ENSG00000162910|228109148|GSM4117243"	-0.172434782608696	-0.0037676282227039	"down"
"24548"	"chr2|-|d|ENSG00000115207|27356738|GSM4117243"	-0.291510416666667	-0.157890945672989	"down"
"24549"	"chr2|-|d|ENSG00000171103|28869578|GSM4117243"	-0.250326388888889	-0.0810147076845169	"down"
"24550"	"chr2|-|d|ENSG00000132323|238182064|GSM4117243"	-0.1784	-0.0126189347356557	"down"
"24551"	"chr3|-|d|ENSG00000144744|69080333|GSM4117243"	-0.195766169154229	-0.280256986618042	"down"
"24552"	"chr3|-|d|ENSG00000173226|121826050|GSM4117243"	-0.158928	0.0038958489894866	"down"
"24553"	"chr3|+|d|ENSG00000182899|197950221|GSM4117243"	-0.207668918918919	-0.117305003106594	"down"
"24554"	"chr4|-|d|ENSG00000132466|73258275|GSM4117243"	-0.194825174825175	-0.0205816254019737	"down"
"24555"	"chr4|+|d|ENSG00000142731|127892514|GSM4117243"	-0.165734848484848	-0.0193521957844495	"down"
"24556"	"chr5|+|d|ENSG00000112941|6743840|GSM4117243"	-0.175896551724138	-0.0549973361194133	"down"
"24557"	"chr5|-|d|ENSG00000164180|88202961|GSM4117243"	-0.229447368421052	-0.0964209139347076	"down"
"24558"	"chr5|-|d|ENSG00000134986|111757561|GSM4117243"	-0.2651	-0.140915274620056	"down"
"24559"	"chr5|+|d|ENSG00000047188|113593390|GSM4117243"	-0.335939814814815	-0.150868624448776	"down"
"24560"	"chr6|-|d|ENSG00000145979|13328315|GSM4117243"	0.166596638655462	0.0871219635009765	"up"
"24561"	"chr7|-|d|ENSG00000164535|6410129|GSM4117243"	0.316734375	-0.0126818865537643	"up"
"24562"	"chr7|-|d|ENSG00000164535|6412810|GSM4117243"	0.243538461538461	-0.0326603427529335	"up"
"24563"	"chr7|-|d|ENSG00000164535|6412965|GSM4117243"	0.209627530364372	-0.059591956436634	"up"
"24564"	"chr7|-|d|ENSG00000164535|6416626|GSM4117243"	0.362204651162791	-0.0355133190751075	"up"
"24565"	"chr7|-|d|ENSG00000164535|6424751|GSM4117243"	0.209611538461538	-0.0199063047766685	"up"
"24566"	"chr7|-|d|ENSG00000164535|6425987|GSM4117243"	0.246533613445378	0.0436755195260047	"up"
"24567"	"chr7|-|d|ENSG00000164535|6430479|GSM4117243"	0.288880530973451	-0.0180038884282112	"up"
"24568"	"chr7|-|d|ENSG00000164535|6432836|GSM4117243"	0.301670886075949	0.037375621497631	"up"
"24569"	"chr7|+|d|ENSG00000127914|91992211|GSM4117243"	0.160833333333333	0.184629738330841	"up"
"24570"	"chr7|+|d|ENSG00000127914|92042186|GSM4117243"	0.197402597402597	0.180334478616714	"up"
"24571"	"chr7|-|d|ENSG00000090263|141014910|GSM4117243"	-0.175929577464789	-0.14126843214035	"down"
"24572"	"chr8|+|d|ENSG00000250571|143269520|GSM4117243"	-0.152695945945946	-0.112355567514896	"down"
"24573"	"chr8|-|d|ENSG00000198169|144754695|GSM4117243"	-0.15909756097561	-0.057903803884983	"down"
"24574"	"chr9|+|d|ENSG00000196873|68248897|GSM4117243"	-0.205557692307692	-0.187268942594528	"down"
"24575"	"chr9|+|d|ENSG00000148019|78236603|GSM4117243"	0.180114583333333	-0.0216928515583276	"up"
"24576"	"chr10|-|d|ENSG00000148690|93692008|GSM4117243"	-0.157082644628099	-0.0419229082763195	"down"
"24577"	"chr11|-|d|ENSG00000149089|34916227|GSM4117243"	-0.236178423236515	-0.259702742099762	"down"
"24578"	"chr11|-|d|ENSG00000020922|94493683|GSM4117243"	0.241677165354331	0.0838793292641639	"up"
"24579"	"chr12|-|d|ENSG00000204842|111453676|GSM4117243"	-0.177301754385965	-0.0089321285486221	"down"
"24580"	"chr12|+|d|ENSG00000111445|118031660|GSM4117243"	0.200992957746479	0.0431506633758544	"up"
"24581"	"chr13|+|d|ENSG00000198176|113584888|GSM4117243"	-0.193438679245283	-0.0366711542010307	"down"
"24582"	"chr14|+|d|ENSG00000129484|20345087|GSM4117243"	0.291234146341463	-0.0714128911495208	"up"
"24583"	"chr14|+|d|ENSG00000042088|89963673|GSM4117243"	-0.15055625	-0.0259290933609008	"down"
"24584"	"chr15|+|d|ENSG00000137812|40641027|GSM4117243"	-0.16278947368421	0.0065652206540107	"down"
"24585"	"chr15|-|d|ENSG00000140598|82163852|GSM4117243"	-0.211353658536585	-0.0345576666295528	"down"
"24586"	"chr16|-|d|ENSG00000153443|4610492|GSM4117243"	-0.165051094890511	-0.076358787715435	"down"
"24587"	"chr16|-|d|ENSG00000149929|29993905|GSM4117243"	-0.169421568627451	-0.159044176340103	"down"
"24588"	"chr18|-|d|ENSG00000079134|225336|GSM4117243"	-0.202605633802817	-0.114529103040695	"down"
"24589"	"chr19|+|d|ENSG00000167555|52406643|GSM4117243"	-0.1973	-0.0324931368231773	"down"
"24590"	"chr22|-|d|ENSG00000100099|26466050|GSM4117243"	0.177761589403973	0.154324203729629	"up"
"24591"	"chr22|-|d|ENSG00000100099|26466225|GSM4117243"	-0.20615625	0.0825158953666687	"down"
"24592"	"chr1|-|d|ENSG00000162441|9943248|GSM4117243"	0.164052380952381	0.0830312743782997	"up"
"24593"	"chr2|-|d|ENSG00000035115|260084|GSM4117243"	0.33375	0.0923677310347557	"up"
"24594"	"chr2|-|d|ENSG00000115207|27356086|GSM4117243"	0.169070796460177	0.0544441267848014	"up"
"24595"	"chr2|-|d|ENSG00000143889|38602856|GSM4117243"	-0.261433333333333	-0.163867264986038	"down"
"24596"	"chr3|-|d|ENSG00000068028|50337172|GSM4117243"	0.191229166666667	0.112816743552685	"up"
"24597"	"chr3|-|d|ENSG00000144747|69028225|GSM4117243"	-0.155343873517787	0.0056317299604415	"down"
"24598"	"chr3|+|d|ENSG00000179021|88153471|GSM4117243"	-0.155161849710982	0.0039420388638973	"down"
"24599"	"chr3|-|d|ENSG00000144840|120742461|GSM4117243"	-0.153760233918129	-0.0563622117042541	"down"
"24600"	"chr3|+|d|ENSG00000196549|155080001|GSM4117243"	-0.239153846153846	0.0005804598331451	"down"
"24601"	"chr5|+|d|ENSG00000131732|81305141|GSM4117243"	-0.199342412451362	-0.117343358695507	"down"
"24602"	"chr6|-|d|ENSG00000124786|8429863|GSM4117243"	-0.219592417061611	-0.152980148792267	"down"
"24603"	"chr6|+|d|ENSG00000171453|43521048|GSM4117243"	-0.162449152542373	-0.0311072748154401	"down"
"24604"	"chr7|+|d|ENSG00000122545|35801270|GSM4117243"	0.539407692307692	-0.121309287846088	"up"
"24605"	"chr7|+|d|ENSG00000127993|92534970|GSM4117243"	-0.238542253521127	-0.109845481812954	"down"
"24606"	"chr9|-|d|ENSG00000165684|136395297|GSM4117243"	-0.234825	-0.0556054674088954	"down"
"24607"	"chr9|-|d|ENSG00000165684|136395602|GSM4117243"	-0.256125	-0.0671065971255302	"down"
"24608"	"chr9|+|d|ENSG00000188566|137212599|GSM4117243"	-0.161876712328767	-0.0341133326292037	"down"
"24609"	"chr9|+|d|ENSG00000188566|137215521|GSM4117243"	-0.263525641025641	-0.101958200335503	"down"
"24610"	"chr9|-|d|ENSG00000148399|137576079|GSM4117243"	-0.170027777777778	-0.152165323495865	"down"
"24611"	"chr10|-|d|ENSG00000095485|100250247|GSM4117243"	-0.172115879828326	-0.0540316589176654	"down"
"24612"	"chr10|+|d|ENSG00000107938|125729104|GSM4117243"	-0.15915625	-0.106600381433964	"down"
"24613"	"chr11|+|d|ENSG00000162227|62781968|GSM4117243"	-0.153103448275862	-0.0060855336487293	"down"
"24614"	"chr11|-|d|ENSG00000258529|111860546|GSM4117243"	-0.207221590909091	-0.117410950362682	"down"
"24615"	"chr11|+|d|ENSG00000186166|119010830|GSM4117243"	-0.190873684210526	0.0122452080249786	"down"
"24616"	"chr11|+|d|ENSG00000172273|119131646|GSM4117243"	-0.160488372093023	0.0077574551105499	"down"
"24617"	"chr12|+|d|ENSG00000061987|62566031|GSM4117243"	0.165231759656652	0.0409104377031326	"up"
"24618"	"chr15|-|d|ENSG00000275835|23008698|GSM4117243"	-0.196344	-0.0069174710661172	"down"
"24619"	"chr15|+|d|ENSG00000166140|40812902|GSM4117243"	-0.219869387755102	-0.0977561548352241	"down"
"24620"	"chr15|+|d|ENSG00000137822|43401850|GSM4117243"	-0.266309352517986	0.0025643035769462	"down"
"24621"	"chr16|-|d|ENSG00000124074|67666070|GSM4117243"	-0.193649572649573	-0.0309375524520874	"down"
"24622"	"chr16|-|d|ENSG00000103061|68302380|GSM4117243"	-0.170247747747748	-0.114136792719364	"down"
"24623"	"chr16|-|d|ENSG00000103168|84181042|GSM4117243"	-0.24407614213198	-0.0394794568419456	"down"
"24624"	"chr16|-|d|ENSG00000103248|86546558|GSM4117243"	-0.19167816091954	-0.0828696489334106	"down"
"24625"	"chr16|+|d|ENSG00000172530|87975185|GSM4117243"	-0.164994047619048	-0.0262049660086631	"down"
"24626"	"chr17|-|d|ENSG00000108599|19968413|GSM4117243"	-0.150212643678161	0.0070608593523502	"down"
"24627"	"chr17|-|d|ENSG00000125454|75288387|GSM4117243"	-0.190794642857143	-0.104248210787773	"down"
"24628"	"chr17|-|d|ENSG00000141577|81198105|GSM4117243"	-0.183244186046512	0.0573885440826416	"down"
"24629"	"chr18|-|d|ENSG00000197563|62163530|GSM4117243"	-0.155992957746479	-0.0571258775889873	"down"
"24630"	"chr19|-|d|ENSG00000174652|9434074|GSM4117243"	0.151575	-0.036999300122261	"up"
"24631"	"chr19|-|d|ENSG00000079999|10502696|GSM4117243"	0.261660130718954	0.0819806456565857	"up"
"24632"	"chr22|-|d|ENSG00000100296|29553670|GSM4117243"	-0.157225225225225	-0.141213059425354	"down"
"24633"	"chrX|-|d|ENSG00000196459|13734043|GSM4117243"	-0.160387096774193	-0.0701145455241203	"down"
"24634"	"chrX|+|d|ENSG00000169249|15791013|GSM4117243"	-0.210302752293578	-0.268209934234619	"down"
"24635"	"chrX|-|d|ENSG00000172943|53939161|GSM4117243"	-0.225293233082707	-0.0079755075275897	"down"
"24636"	"chrX|-|d|ENSG00000147099|72351732|GSM4117243"	-0.162587912087912	-0.0291278399527072	"down"
"24637"	"chrX|+|d|ENSG00000063601|150712365|GSM4117243"	-0.202153846153846	-0.120654851198196	"down"
"24638"	"chr1|-|d|ENSG00000058799|53855000|GSM4117243"	0.267570247933884	-0.0058782119303941	"up"
"24639"	"chr1|+|d|ENSG00000286185|149546762|GSM4117243"	0.183933962264151	0.174691647291183	"up"
"24640"	"chr1|+|d|ENSG00000143224|161168127|GSM4117243"	-0.207403669724771	0.0017861798405647	"down"
"24641"	"chr1|-|d|ENSG00000174606|213005032|GSM4117243"	-0.368586466165414	-0.125468075275421	"down"
"24642"	"chr2|+|d|ENSG00000115282|74492445|GSM4117243"	-0.155244444444444	-0.0524322763085365	"down"
"24643"	"chr2|+|d|ENSG00000135968|108449280|GSM4117243"	0.168232142857143	0.153779208660126	"up"
"24644"	"chr2|+|d|ENSG00000064012|201258382|GSM4117243"	0.214644444444444	0.146098792552948	"up"
"24645"	"chr4|-|d|ENSG00000109576|170070586|GSM4117243"	-0.181047619047619	-0.192129373550415	"down"
"24646"	"chr4|+|d|ENSG00000164306|184657320|GSM4117243"	0.2207578125	0.045523002743721	"up"
"24647"	"chr5|+|d|ENSG00000037241|172959468|GSM4117243"	-0.337621621621622	-0.0837206169962883	"down"
"24648"	"chr6|-|d|ENSG00000124496|42243247|GSM4117243"	-0.225133333333333	-0.0885976254940033	"down"
"24649"	"chr6|-|d|ENSG00000124496|42254850|GSM4117243"	-0.160517647058823	-0.0828407704830169	"down"
"24650"	"chr7|+|d|ENSG00000221838|100101968|GSM4117243"	-0.153710691823899	-0.131326973438263	"down"
"24651"	"chr7|+|d|ENSG00000204946|149278527|GSM4117243"	-0.175220779220779	-0.0023986473679542	"down"
"24652"	"chr9|-|d|ENSG00000164967|34612063|GSM4117243"	-0.17421875	-0.0888202339410781	"down"
"24653"	"chr11|-|d|ENSG00000149716|69667894|GSM4117243"	-0.19908064516129	-0.180981040000915	"down"
"24654"	"chr12|+|d|ENSG00000065357|55932123|GSM4117243"	0.240454545454545	0.0483877137303352	"up"
"24655"	"chr12|-|d|ENSG00000037897|57769771|GSM4117243"	-0.159228571428571	-0.0221542343497276	"down"
"24656"	"chr14|+|d|ENSG00000165948|94100771|GSM4117243"	-0.177010989010989	-0.13365164399147	"down"
"24657"	"chr15|-|d|ENSG00000075131|66356638|GSM4117243"	0.153610169491525	-0.013411272317171	"up"
"24658"	"chr15|-|d|ENSG00000273025|72272392|GSM4117243"	-0.188756097560975	-0.0693745762109756	"down"
"24659"	"chr16|+|d|ENSG00000167965|2205512|GSM4117243"	-0.153690476190476	-0.188173413276672	"down"
"24660"	"chr16|+|d|ENSG00000179965|30408194|GSM4117243"	-0.15869696969697	-0.176916837692261	"down"
"24661"	"chr16|-|d|ENSG00000103043|70692820|GSM4117243"	-0.160935064935065	0.0098563283681869	"down"
"24662"	"chr17|-|d|ENSG00000171953|18026318|GSM4117243"	-0.189018264840183	-0.0058043673634529	"down"
"24663"	"chr17|-|d|ENSG00000131470|42577652|GSM4117243"	-0.171	-0.072097934782505	"down"
"24664"	"chr17|+|d|ENSG00000167280|79082877|GSM4117243"	-0.184066666666667	-0.0610609799623489	"down"
"24665"	"chr17|-|d|ENSG00000167302|81231846|GSM4117243"	-0.169657142857143	0.0005919262766838	"down"
"24666"	"chr18|+|d|ENSG00000186812|35242884|GSM4117243"	-0.185348837209302	0.0905829742550849	"down"
"24667"	"chr20|+|d|ENSG00000026036|63685872|GSM4117243"	-0.21048	0.0049418210983276	"down"
"24668"	"chr21|+|d|ENSG00000182093|39387855|GSM4117243"	0.355312757201646	0.124130718410015	"up"
"24669"	"chr22|+|d|ENSG00000100083|37608903|GSM4117243"	-0.256951219512195	-0.195452481508255	"down"
"24670"	"chr22|-|d|ENSG00000188130|50250426|GSM4117243"	-0.273573643410853	-0.189738601446152	"down"
"24671"	"chr22|-|d|ENSG00000188130|50251101|GSM4117243"	-0.166333333333333	0.0148503184318542	"down"
"24672"	"chr1|-|d|ENSG00000158161|27978373|GSM4117243"	-0.161393617021276	0.0034966990351676	"down"
"24673"	"chr3|-|d|ENSG00000185798|196560995|GSM4117243"	-0.150368421052632	-0.0976813584566116	"down"
"24674"	"chr4|+|d|ENSG00000168824|4386643|GSM4117243"	-0.18525	-0.0152141079306602	"down"
"24675"	"chr4|+|d|ENSG00000237765|15687148|GSM4117243"	-0.154476851851852	-0.11915997415781	"down"
"24676"	"chr5|+|d|ENSG00000152409|79312498|GSM4117243"	-0.174745098039216	-0.0011038146913051	"down"
"24677"	"chr6|+|d|ENSG00000112659|43199371|GSM4117243"	-0.171	-0.0397041216492652	"down"
"24678"	"chr6|+|d|ENSG00000111912|125791067|GSM4117243"	0.206729166666667	0.172486871480942	"up"
"24679"	"chr7|-|d|ENSG00000146826|100156385|GSM4117243"	0.156160377358491	-0.0362651087343692	"up"
"24680"	"chr11|-|d|ENSG00000173914|66668614|GSM4117243"	-0.211781818181818	-0.0445846989750862	"down"
"24681"	"chr12|+|d|ENSG00000139197|7190216|GSM4117243"	-0.272672131147541	-0.0548831447958946	"down"
"24682"	"chr15|-|d|ENSG00000104093|51459597|GSM4117243"	-0.156626865671642	0.0633919313549995	"down"
"24683"	"chr19|+|d|ENSG00000142444|10928916|GSM4117243"	0.161845238095238	0.003102209419012	"up"
"24684"	"chr19|+|d|ENSG00000178904|32406302|GSM4117243"	0.178363636363636	0.114937357604504	"up"
"24685"	"chr4|-|d|ENSG00000109576|170061891|GSM4117243"	-0.215195121951219	-0.0583170875906944	"down"
"24686"	"chr22|-|d|ENSG00000100319|29766871|GSM4117243"	0.1610375	-0.0312564894556999	"up"
"24687"	"chr2|-|d|ENSG00000115239|53765376|GSM4117243"	-0.174074074074074	-0.0493458583950996	"down"
"24688"	"chr7|-|d|ENSG00000106404|101234277|GSM4117243"	-0.164913043478261	-0.118328705430031	"down"
"24689"	"chr16|-|d|ENSG00000261832|28462673|GSM4117243"	-0.155055555555556	0.0687430873513221	"down"
"24690"	"chr16|+|d|ENSG00000184939|68539825|GSM4117243"	0.167670886075949	-0.0731622800230979	"up"
"24691"	"chr17|-|d|ENSG00000011143|58207893|GSM4117243"	-0.1956875	-0.0395061410963535	"down"
"24692"	"chr17|-|d|ENSG00000175711|82956694|GSM4117243"	-0.189914893617021	-0.0618895813822746	"down"
"24693"	"chr2|-|d|ENSG00000123600|171392042|GSM4117243"	0.167188405797101	-0.142755061388016	"up"
"24694"	"chr2|-|d|ENSG00000115568|218651700|GSM4117243"	0.188566666666667	-0.122571885585785	"up"
"24695"	"chr2|+|d|ENSG00000135930|232574341|GSM4117243"	0.199234636871508	0.185152769088745	"up"
"24696"	"chr8|+|d|ENSG00000104356|98140888|GSM4117243"	-0.159980392156863	0.0037925243377685	"down"
"24697"	"chr10|-|d|ENSG00000166169|101587245|GSM4117243"	-0.25056	-0.135584533214569	"down"
"24698"	"chr15|-|d|ENSG00000128891|40564975|GSM4117243"	-0.312754385964912	-0.247009128332138	"down"
"24699"	"chr16|-|d|ENSG00000118894|5091793|GSM4117243"	-0.152945736434109	0.0397296100854873	"down"
"24700"	"chrX|+|d|ENSG00000101888|109537270|GSM4117243"	-0.324209677419355	-0.16118574142456	"down"
"24701"	"chr2|+|d|ENSG00000115504|62706052|GSM4117243"	0.239174603174603	0.177603513002396	"up"
"24702"	"chr4|+|d|ENSG00000163138|20709773|GSM4117243"	0.163016260162602	-0.0853782370686531	"up"
"24703"	"chr4|+|d|ENSG00000163138|20712922|GSM4117243"	0.153696	0.0387142300605773	"up"
"24704"	"chr1|+|d|ENSG00000222009|44810607|GSM4117243"	-0.155108108108108	0.0166913866996765	"down"
"24705"	"chr1|+|d|ENSG00000160753|155324587|GSM4117243"	-0.211939597315436	0.0498630329966545	"down"
"24706"	"chr1|-|d|ENSG00000198715|156291402|GSM4117243"	-0.204759259259259	-0.2611004114151	"down"
"24707"	"chr2|-|d|ENSG00000152076|130143268|GSM4117243"	0.292548387096774	0.0319514945149421	"up"
"24708"	"chr3|+|d|ENSG00000132170|12288020|GSM4117243"	-0.294406976744186	-0.198408156633377	"down"
"24709"	"chr4|+|d|ENSG00000174796|75521861|GSM4117243"	-0.226112244897959	-0.0187532268464565	"down"
"24710"	"chr4|-|d|ENSG00000109576|170087115|GSM4117243"	-0.199	-0.0199758782982826	"down"
"24711"	"chr4|+|d|ENSG00000164118|174284061|GSM4117243"	-0.168357142857143	0.0296913981437683	"down"
"24712"	"chr5|-|d|ENSG00000164180|88198975|GSM4117243"	-0.269363636363636	-0.113876052200794	"down"
"24713"	"chr5|-|d|ENSG00000197948|141647967|GSM4117243"	-0.182215189873418	0.063589721918106	"down"
"24714"	"chr5|+|d|ENSG00000161011|179807123|GSM4117243"	0.150317073170732	0.0713701993227005	"up"
"24715"	"chr7|-|d|ENSG00000188191|712413|GSM4117243"	-0.162407407407407	-0.127484917640686	"down"
"24716"	"chr7|+|d|ENSG00000164818|741465|GSM4117243"	-0.1559125	-0.0756265372037887	"down"
"24717"	"chr7|-|d|ENSG00000008256|6272473|GSM4117243"	0.262708108108108	0.0306965187191963	"up"
"24718"	"chr7|-|d|ENSG00000136273|47965299|GSM4117243"	-0.169477124183007	0.002644270658493	"down"
"24719"	"chr7|-|d|ENSG00000160908|99498715|GSM4117243"	-0.234811881188119	-0.0091100987046957	"down"
"24720"	"chr9|+|d|ENSG00000244115|111643094|GSM4117243"	0.19780701754386	0.0613854378461837	"up"
"24721"	"chr10|-|d|ENSG00000188234|45853654|GSM4117243"	-0.151875	0.18206775188446	"down"
"24722"	"chr10|+|d|ENSG00000264230|46381240|GSM4117243"	-0.648875	-0.0936760082840919	"down"
"24723"	"chr10|+|d|ENSG00000264230|46382692|GSM4117243"	-0.673470588235294	-0.0425165370106697	"down"
"24724"	"chr10|+|d|ENSG00000264230|46387644|GSM4117243"	-0.587785714285714	-0.146037623286247	"down"
"24725"	"chr10|+|d|ENSG00000264230|46388515|GSM4117243"	-0.499377777777778	-0.183751076459885	"down"
"24726"	"chr10|+|d|ENSG00000138134|88880638|GSM4117243"	-0.179085365853659	-0.0015963315963745	"down"
"24727"	"chr10|-|d|ENSG00000171160|97619586|GSM4117243"	0.1604	0.111889950931072	"up"
"24728"	"chr10|-|d|ENSG00000166169|101585315|GSM4117243"	-0.190170731707317	-0.128100603818893	"down"
"24729"	"chr10|+|d|ENSG00000077150|102395796|GSM4117243"	-0.292544827586207	0.0507285818457603	"down"
"24730"	"chr11|-|d|ENSG00000174791|66335609|GSM4117243"	-0.174264285714286	0.0081802904605865	"down"
"24731"	"chr11|+|d|ENSG00000149582|118533551|GSM4117243"	-0.162239669421488	-0.298681795597076	"down"
"24732"	"chr12|-|d|ENSG00000139625|53487254|GSM4117243"	-0.1514	-0.0515984818339347	"down"
"24733"	"chr12|+|d|ENSG00000240771|57611991|GSM4117243"	0.170457627118644	0.192497849464417	"up"
"24734"	"chr14|-|d|ENSG00000009830|77279536|GSM4117243"	-0.174649350649351	0.0799224004149437	"down"
"24735"	"chr15|+|d|ENSG00000169684|78590636|GSM4117243"	0.170241379310345	0.0481367781758308	"up"
"24736"	"chr15|-|d|ENSG00000184056|91009800|GSM4117243"	-0.154472222222222	-0.0645388439297676	"down"
"24737"	"chr16|-|d|ENSG00000103148|86667|GSM4117243"	-0.199367469879518	-0.107879020273685	"down"
"24738"	"chr17|-|d|ENSG00000221926|15644725|GSM4117243"	0.193837988826816	0.101007737219334	"up"
"24739"	"chr17|-|d|ENSG00000221926|15651090|GSM4117243"	-0.371973821989529	-0.0866085290908813	"down"
"24740"	"chr17|+|d|ENSG00000037042|42660707|GSM4117243"	-0.253208588957055	-0.0766797438263893	"down"
"24741"	"chr17|-|d|ENSG00000166260|54961118|GSM4117243"	0.173238095238095	0.144090443849564	"up"
"24742"	"chr17|+|d|ENSG00000196704|68248086|GSM4117243"	0.176371212121212	-0.0966879501938819	"up"
"24743"	"chr19|-|d|ENSG00000132004|12689961|GSM4117243"	0.209894736842105	0.0647140815854072	"up"
"24744"	"chr19|-|d|ENSG00000132004|12694798|GSM4117243"	0.161239130434783	-0.251704156398773	"up"
"24745"	"chr19|-|d|ENSG00000132005|13983485|GSM4117243"	0.176953488372093	0.0249432623386383	"up"
"24746"	"chr19|+|d|ENSG00000181666|37334782|GSM4117243"	0.270571428571429	0.093321792781353	"up"
"24747"	"chr19|-|d|ENSG00000074219|49362332|GSM4117243"	0.158489361702128	0.0064733549952507	"up"
"24748"	"chr20|+|d|ENSG00000168734|44531978|GSM4117243"	0.304936893203884	0.130174547433853	"up"
"24749"	"chr21|+|d|ENSG00000156273|29298953|GSM4117243"	-0.329529411764706	-0.0516252219676971	"down"
